,street,parish,county,host_country,host_continent,membership_duration,count
261,1ª RUA MANUEL BERNARDES,Lisboa,Lisboa,China,Asia,Member for more than 5 years,1
262,1ª RUA MANUEL SOARES GUEDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
263,1ª RUA MANUEL SOARES GUEDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
264,1ª RUA MARCOS MARREIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
265,1ª RUA MARCOS MARREIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
266,1ª RUA MARCOS MARREIROS,Lisboa,Lisboa,Canada,North America,Member for more than 2 years,1
267,1ª RUA MARCOS MARREIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
268,1ª RUA MARIA PIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
269,1ª RUA MARIA PIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
270,1ª RUA MÁRIO VIEGAS,Alcabideche,Cascais,Portugal,Europe,Member for more than 2 years,1
271,1ª RUA MARQUÊS DE VIANA DR. LEÃO OLIVEIRA,São Pedro,Sintra,Portugal,Europe,Member for more than 1 year,1
272,1ª RUA MARTIM VAZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,11
273,1ª RUA MARTIM VAZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,9
274,1ª RUA MARTIM VAZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
275,1ª RUA MEIO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
276,1ª RUA MEIO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
277,1ª RUA MIRAMAR,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,6
278,1ª RUA MIRA PARQUE,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,7
279,1ª RUA MIRA PARQUE,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,5
280,1ª RUA MIRA PARQUE,Ericeira,Mafra,France,Europe,Member for more than 5 years,1
281,1ª RUA MIRA PARQUE,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
282,1ª RUA MONTEJUNTO,Montejunto,Cadaval,Portugal,Europe,Member for more than 2 years,2
283,1ª RUA OLIVENÇA,Algés,Oeiras,Portugal,Europe,Member for more than 1 year,1
284,1ª RUA POETA MILTON,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
285,1ª RUA PONTA DELGADA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,6
286,1ª RUA PONTA DELGADA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
287,1ª RUA PONTA DELGADA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
288,1ª RUA PORTO REVEZ,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
289,1ª RUA PROFESSOR EGAS MONIZ BLOCO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
290,1ª RUA PROFESSOR MIRA FERNANDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
291,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,13
292,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,9
293,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
294,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
295,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
296,1ª RUA REGUEIRAO ANJOS,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
297,1ª RUA RODRIGUES SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
298,1ª RUA SANTO AMARO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
299,1ª RUA SANTO ANTONIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
300,1ª RUA SANTO ANTÓNIO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,20
301,1ª RUA SANTO ANTÓNIO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,13
302,1ª RUA SANTO ANTÓNIO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
303,1ª RUA SANTO ANTÓNIO DA GLÓRIA,Lisboa,Lisboa,Italy,Europe,Member for more than 5 years,1
304,1ª RUA SÃO BOAVENTURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
305,1ª RUA SÃO JULIÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
306,1ª RUA SÃO NICOLAU,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
307,1ª RUA SEIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
308,1ª RUA SENHORA DA GLORIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
309,1ª RUA SOCIEDADE FARMACEUTICA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
310,1ª RUA SPORT GRUPO SACAVENSE,Sacavém,Loures,Portugal,Europe,Member for more than 2 years,1
311,1ª RUA TELHEIROS DE SÃO VICENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,7
312,1ª RUA TELHEIROS DE SÃO VICENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
313,1ª RUA TRAVESSA DO CONVENTO DE JESUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
314,1ª RUA TRAVESSA DO CONVENTO DE JESUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
315,1ª RUA VALE CARNEIRO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
316,1ª RUA VALE CARNEIRO,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
317,1ª RUA VALE CARNEIRO,Ericeira,Mafra,Brazil,South America,Member for more than 5 years,1
318,1ª RUA VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
319,1ª RUA VALE DO PEREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
320,1ª RUA VICENTE BORGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,15
321,1ª RUA VICENTE BORGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,12
322,1ª RUA VICENTE BORGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
323,1ª RUA VICENTE BORGA,Lisboa,Lisboa,United States,North America,Member for more than 2 years,2
324,1ª RUA VICENTE BORGA,Lisboa,Lisboa,Brazil,South America,Member for more than 2 years,1
325,1ª RUA VOLTA DA QUINTA,Linhó,Sintra,Portugal,Europe,Member for more than 5 years,1
326,1ª RUA ZAIRE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
327,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,16
328,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
329,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
330,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,2
331,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,2
332,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
333,1ª TRANSVERSAL RUA SENHORA DA GLÓRIA,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
334,1ª TRAVESSA DA AMOREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
335,1ª TRAVESSA DA BOA-HORA À AJUDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
336,1ª TRAVESSA DA PIEDADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
337,1ª TRAVESSA DA PIEDADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
338,1ª TRAVESSA DAS INGLESINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
339,1ª TRAVESSA DAS INGLESINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
340,1ª TRAVESSA DAS INGLESINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
341,1ª TRAVESSA DE S. JOSÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
342,1ª TRAVESSA DE S. JOSÉ,Lisboa,Lisboa,Peru,South America,Member for more than 5 years,1
343,1ª TRAVESSA DO ALCAIDE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
344,1ª TRAVESSA DO ALCAIDE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
345,1ª TRAVESSA DO ALCAIDE,Lisboa,Lisboa,France,Europe,Member for more than 1 year,2
346,1ª TRAVESSA DO ALCAIDE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
347,1ª TRAVESSA DO CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,14
348,1ª TRAVESSA DO CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
349,1ª TRAVESSA DO CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
350,1ª TRAVESSA DO CABRAL,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
351,1ª TRAVESSA DO GIESTAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
352,1ª TRAVESSA DO GIESTAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
353,1ª TRAVESSA DO JOGO DA BOLA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
354,1ª TRAVESSA DO JOGO DA BOLA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
355,1ª TRAVESSA DO MONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
356,1ª TRAVESSA DO NORONHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
357,1ª TRAVESSA DO NORONHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
358,1ª TRAVESSA DO NORONHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
359,1ª TRAVESSA DO NORONHA,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
360,1ª TRAVESSA DO NORONHA,Lisboa,Lisboa,United States,North America,Member for more than 1 year,1
361,1ª TRAVESSA DO SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
362,1ª TRAVESSA DO SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
363,1ª TRAVESSA DO SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
364,1ª TRAVESSA DO SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
365,1ª TRAVESSA DO SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
366,1ª TRAVESSA DOS FIÉIS DE DEUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,16
367,1ª TRAVESSA DOS FIÉIS DE DEUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
368,1ª TRAVESSA DOS FIÉIS DE DEUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
369,1ª TRAVESSA DOS PESCADORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
370,1ª TRAVESSA DOS PESCADORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
371,1ª TRAVESSA ESPERANÇA,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
372,1ª TRAVESSA PAULO MARTINS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
373,1ª TRAVESSA PAULO MARTINS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
374,1ª TRAVESSA PAULO MARTINS,Lisboa,Lisboa,Spain,Europe,Member for more than 1 year,1
375,1ª TRAVESSA TRV. DO TERREIRO SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,20
376,1ª TRAVESSA TRV. DO TERREIRO SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,15
377,1ª TRAVESSA TRV. DO TERREIRO SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
378,1ª TRAVESSA TRV. DO TERREIRO SANTA CATARINA,Lisboa,Lisboa,Peru,South America,Member for more than 5 years,1
379,1ª VIELA TELHEIROS DE SÃO VICENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
380,1º BECO DO MONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
381,1º BECO DOS PEIXINHOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
382,1º BECO DOS PEIXINHOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
383,1º BECO DO SURRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
384,1º BECO LOUREIRO 15,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
385,1º LARGO DAS OL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
386,1º LARGO DR. ANTÓNIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
387,1º LARGO MANUEL E,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
388,1º LARGO TERR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
389,2ª RUA TERREIRINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
390,2ª RUA VILA MIGUEIS ENTRADA PELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
391,2ª TRAVESSA DAS INGLESINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
392,2ª TRAVESSA DE SANTA MARTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
393,2ª TRAVESSA DE SNT. ANTÓNIO DA SÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
394,2ª TRAVESSA DOS ISABÉIS,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
395,2ª TRAVESSA DOS ISABÉIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
396,2ª TRAVESSA DOS ISABÉIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
397,2ª TRAVESSA SANTO ANTÓNIO À GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
398,2ª TRAVESSA TERRAS DO MONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
399,2ª TRAVESSA TERRAS DO MONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
400,2ª TRAVESSA TERRAS DO MONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
401,2ª TRAVESSA TERRAS DO MONTE,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
402,2ª TRAVESSA TERRAS DO MONTE,Lisboa,Lisboa,Switzerland,Europe,Member for more than 5 years,1
403,3ª RUA COSTA DO CASTELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
404,3ª RUA ERNESTO DA SILVA,Algés,Oeiras,Portugal,Europe,Member for more than 5 years,3
405,3ª RUA ESCOLAS GERAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
406,3ª RUA FREITAS REIS,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,2
407,3ª RUA FREITAS REIS,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
408,3ª RUA MARQUES LEAL,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
409,4ª TRAVESSA TERREIRO DO TRIGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
410,ACESSO COSTA DO CASTELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
411,ACESSO CRUZES DA SÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
412,ALAMEDA 25 DE ABRIL,Lourinhã,Lourinhã,Portugal,Europe,Member for more than 2 years,1
413,ALAMEDA ALTO BARRA,Oeiras,Oeiras,Portugal,Europe,Member for more than 2 years,1
414,ALAMEDA ANTÓNIO SÉRGIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
415,ALAMEDA BEATO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
416,ALAMEDA COLUMBANO,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
417,ALAMEDA COMBATENTES GRANDE GUERRA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,3
418,ALAMEDA CONDE OEIRAS,Oeiras,Oeiras,Portugal,Europe,Member for more than 5 years,1
419,ALAMEDA DAS LINHAS DE TORRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
420,ALAMEDA DAS LINHAS DE TORRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
421,ALAMEDA DAS LINHAS DE TORRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
422,ALAMEDA DOM AFONSO HENRIQUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,12
423,ALAMEDA DOM AFONSO HENRIQUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
424,ALAMEDA DOM AFONSO HENRIQUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
425,ALAMEDA DOUTOR FRANCISCO SÁ CARNEIRO,Camarate,Loures,Portugal,Europe,Member for more than 2 years,1
426,ALAMEDA GUIA QUINTA DO ROSÁRIO,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,2
427,ALAMEDA GUIA QUINTA DO ROSÁRIO,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,2
428,ALAMEDA MAHATMA GANDHI,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
429,ALAMEDA OCEANOS LT 4.49.01,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
430,ALAMEDA OCEANOS LT 4.49.01,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
431,ALAMEDA OCEANOS LT 4.49.01,Lisboa,Lisboa,Spain,Europe,Member for more than 1 year,1
432,ALAMEDA PODER LOCAL,Odivelas,Odivelas,France,Europe,Member for more than 1 year,1
433,ALAMEDA PODER LOCAL,Odivelas,Odivelas,Portugal,Europe,Member for more than 1 year,1
434,ALAMEDA VIGIA,Praia da Areia Branca,Lourinhã,Portugal,Europe,Member for more than 2 years,1
435,ALDEAMENTO TURÍSTICO DA MALVEIRA GUINCHO,Manique,Cascais,Portugal,Europe,Member for more than 5 years,1
436,ALTO DA BELA VISTA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
437,ALTO LONGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
438,ALTO LONGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
439,ALTO LONGO,Lisboa,Lisboa,United States,North America,Member for more than 5 years,1
440,ALTO MARQUÊS PENALVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
441,ALTO SÃO FRANCISCO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
442,ALTO SÃO FRANCISCO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
443,ARCO ESCURO 17,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
444,ARCO ESCURO 4 DTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
445,ARCO ESCURO 4 ESQ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
446,ARCO EVARISTO 5,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
447,ARRUAMENTO CAMPO SANTA CLARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,11
448,ARRUAMENTO CAMPO SANTA CLARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
449,ARRUAMENTO CAMPO SANTA CLARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
450,ARRUAMENTO CAMPO SANTA CLARA,Lisboa,Lisboa,Angola,Africa,Member for more than 2 years,1
451,ARRUAMENTO CAMPO SANTA CLARA,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
452,ARRUAMENTO ESCOLAS GERAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
453,ARTÉRIA ARTÁRIA ESCOLAS GERAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
454,AVENIDA 11 DE NOVEMBRO,Cesaredas,Lourinhã,Portugal,Europe,Member for more than 1 year,1
455,AVENIDA 1º DE DEZEMBRO VIV. OS PARDAIS,Tires,Cascais,Portugal,Europe,Member for more than 1 year,1
456,AVENIDA 24 DE JULHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
457,AVENIDA 24 DE JULHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
458,AVENIDA 24 DE JULHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
459,AVENIDA 24 DE JUNHO,Praia da Areia Branca,Lourinhã,Portugal,Europe,Member for more than 1 year,1
460,AVENIDA 25 DE ABRIL,Agualva-Cacém,Sintra,Portugal,Europe,Member for more than 2 years,1
461,AVENIDA 25 DE ABRIL,Galamares,Sintra,Portugal,Europe,Member for more than 2 years,1
462,AVENIDA 25 DE ABRIL EDIFÍCIO NAVEGADOR,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,7
463,AVENIDA 25 DE ABRIL EDIFÍCIO NAVEGADOR,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,4
464,AVENIDA 25 DE ABRIL EDIFÍCIO NAVEGADOR,Cascais,Cascais,United States,North America,Member for more than 5 years,1
465,AVENIDA 29 DE AGOSTO,Terrugem,Sintra,Portugal,Europe,Member for more than 2 years,2
466,AVENIDA 5 DE OUTUBRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
467,AVENIDA 5 DE OUTUBRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
468,AVENIDA 5 DE OUTUBRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
469,AVENIDA 5 DE OUTUBRO,Torres Vedras,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
470,AVENIDA 62 4 ESQUERDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
471,AVENIDA ACACIAS,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
472,AVENIDA ACÁCIAS TORNEANDO COM RUA NAZARÉ,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
473,AVENIDA ACÁCIAS TORNEANDO COM RUA NAZARÉ,Monte Estoril,Cascais,Portugal,Europe,Member for more than 5 years,1
474,AVENIDA ADRIANO JÚLIO COELHO,Sintra,Sintra,Portugal,Europe,Member for more than 5 years,1
475,AVENIDA AFONSO III,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
476,AVENIDA AFONSO III,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
477,AVENIDA AIDA 353 BL,Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
478,AVENIDA AIDA 353 - COND. ESTORIL GARDEN -BLCO,Estoril,Cascais,Portugal,Europe,Member for more than 5 years,2
479,AVENIDA AIDA 353 - COND. ESTORIL GARDEN -BLCO,Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
480,AVENIDA AIDA 353 - COND. ESTORIL GARDEN -BLCO,Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
481,AVENIDA ALFREDO COELHO,Praia Grande,Sintra,Portugal,Europe,Member for more than 2 years,1
482,AVENIDA ALMEIDA GARRETT,Amadora,Amadora,Portugal,Europe,Member for more than 1 year,1
483,AVENIDA ALMIRANTE GAGO COUTINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
484,AVENIDA ALMIRANTE GAGO COUTINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
485,AVENIDA ALMIRANTE REIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,21
486,AVENIDA ALMIRANTE REIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,10
487,AVENIDA ALMIRANTE REIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
488,AVENIDA ALMIRANTE REIS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,26
489,AVENIDA ALMIRANTE REIS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,25
490,AVENIDA ALMIRANTE REIS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,17
491,AVENIDA ALMIRANTE REIS 6,Lisboa,Lisboa,Angola,Africa,Member for more than 2 years,1
492,AVENIDA ALMIRANTE REIS 6,Lisboa,Lisboa,United States,North America,Member for more than 1 year,1
493,AVENIDA ALTO VELA LOTE,Santa Cruz,Torres Vedras,Portugal,Europe,Member for more than 5 years,1
494,AVENIDA ÁLVARES CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
495,AVENIDA ÁLVARO PAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
